Driven_four_above,Worried_rising_covid,Vulnerable,@3.Pleaseexplainthemainreasonsforyouranswer,@4.KindlyanswerthefollowingcommonstatementsaboutCovid19,Origination_virus,Spread_human_human,Symptoms,Virus_airborn,Develop_severe_cases,No_vaccine,Wash_hands,Cover_nose_mouth,Eating_bushmeat,Isolation,Contact_infected_person,Avoid_crowd,Lock_down,Social_distancing,Nose_mask,No_mask_no_entry,Proper_handwashing,Passenger_details,TOTALSCORE,Knowledge_group,Ghana_fight_covid,Confidence,@4c.KindlyanswerthefollowingcommonstatementsaboutCovid19,Crowded_place,Travelled_public,Recently_wash_sanitized,Wear_mask,Location,Gender,Age,30-39,Prmiary,8,Marrried,Islam,6,Bolt
Yes,No,Yes,The people I meet may have it, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,No,Accra,Male,30,30-39,Tertiary,20,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,I meet lots of people, ,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,30,30-39,JSS/JHS/Mid. School,11,Single,Christian,7,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Different people enters my every day, ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,31,30-39,JSS/JHS/Mid. School,11,Single,Christian,2,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,No,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,I go on trips with different people whom I have no idea of the COVID-19 status, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Because am always at public places taking people in my car, ,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,The short distance in car doesn't help, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,31,30-39,Voc./Tech./Commercial,17,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Touches, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,31,30-39,Voc./Tech./Commercial,17,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,If I don't sanitize always I can get infected from passengers, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,31,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,12,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I am exposed to the virus especially through cash transaction, ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,No,Accra,Male,31,30-39,SSS/SHS,14,Marrried,Christian,2,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,No, ,No,No,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Christian,6,Uber
Yes,"Yes, absolutely",Yes,I am exposed to different riders, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,32,30-39,Tertiary,18,Single,Christian,2,Uber
Yes,"Yes, but not as it was in March 2020",Yes,"Through touches, talking in car", ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,32,30-39,JSS/JHS/Mid. School,10,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Distance is not 1 meter so virus can spread, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,32,30-39,JSS/JHS/Mid. School,11,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,The distance is too small, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,32,30-39,JSS/JHS/Mid. School,11,Single,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,7,Bolt
Yes,"Yes, absolutely",Yes,Different people order for my service, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,From talking and touching, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,32,30-39,Voc./Tech./Commercial,14,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,The people I meet may have it, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Through the people I meet, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,No,Yes,Accra,Male,32,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,3,Uber
Yes,"Yes, absolutely",Yes,Through the air. The masks are not good, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,33,30-39,JSS/JHS/Mid. School,11,Single,Christian,8,Yango
Yes,"Yes, absolutely",Yes,An infected person can spread it through how long the handles of the car, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,33,30-39,Tertiary,17,Single,Christian,8,Yango
Yes,"Yes, absolutely",Yes,Different people patronise me, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,33,30-39,Tertiary,20,Single,Christian,1,Bolt
Yes,"Yes, absolutely",Yes,Touches and in the air around the car, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,33,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Cloth or loose nose masks, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,33,30-39,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Different patronage of my service, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,33,30-39,Tertiary,20,Single,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Nose mask removal in car, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,34,30-39,JSS/JHS/Mid. School,11,Single,Christian,2,Bolt
Yes,"Yes, absolutely",Yes,Since I meet people always, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,No, ,Yes,No,Yes,Yes,Accra,Male,35,30-39,Tertiary,18,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,I meet different people whom I do not know their status with respect to COVID-19, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,13,Marrried,Christian,4,Uber
Yes,"Yes, absolutely",Yes,I meet different people, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,No, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,Voc./Tech./Commercial,14,Marrried,Christian,5,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,Yes, ,No,No,Yes,Yes,Accra,Male,35,30-39,Tertiary,18,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Many people enters into my car, ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,No,No, ,No,Yes,Yes,Yes,Accra,Male,35,30-39,Tertiary,18,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I don't know whether these passengers are positive or negative yet they pay in cash as well, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,No,Yes, ,Yes,No,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,14,Marrried,Islam,6,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,No,No, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,14,Marrried,Christian,4,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,36,30-39,Voc./Tech./Commercial,17,Marrried,Christian,5,Uber
Yes,"Yes, absolutely",Yes,The people I pick may have it, ,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,36,30-39,Tertiary,18,Marrried,Christian,5,Uber
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,Yes, ,No,No,No,Yes,Accra,Male,36,30-39,Tertiary,18,Marrried,Christian,4,Uber
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,36,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Touching, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,36,30-39,Tertiary,18,Marrried,Christian,5,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,36,30-39,SSS/SHS,14,Marrried,Islam,5,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,No,No, ,Yes,Yes,Yes,Yes,Accra,Male,36,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,37,30-39,Tertiary,18,Single,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Am always touching people's money, ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,37,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Through physical cash transaction, ,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,No, ,Yes,No,Yes,Yes,Accra,Male,37,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Exchange of money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,37,30-39,Tertiary,18,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,38,30-39,JSS/JHS/Mid. School,11,Single,Islam,5,Bolt
Yes,"Yes, absolutely",Yes,Different people come into my car everyday, ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,38,30-39,SSS/SHS,14,Marrried,Christian,7,Uber
Yes,"Yes, absolutely",Yes,Different people patronise my service, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,38,30-39,SSS/SHS,13,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Nose mask and touches, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,38,30-39,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,No,Yes,Accra,Male,38,30-39,Tertiary,16,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,I meet different people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,Yes, ,No,No,No,No,Accra,Male,38,30-39,Tertiary,17,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,When they talk in the car, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,38,30-39,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,38,30-39,Tertiary,18,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Touches and when they take off nose mask to make calls, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,39,40 & above,SSS/SHS,14,Marrried,Christian,8,Yango
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,40,40 & above,Tertiary,18,Marrried,Christian,5,Uber
Yes,"Yes, absolutely",Yes,Exposure to different people without knowing their COVID-19 status, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,41,40 & above,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Through the air in the car and cash exchange, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,41,40 & above,Tertiary,18,Marrried,Christian,4,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,41,40 & above,Tertiary,20,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Nose mask is not 100% protective, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,42,40 & above,Tertiary,20,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Physical exchange of money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,42,40 & above,Voc./Tech./Commercial,17,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,If they are not wearing masks they can infected ypu, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,43,40 & above,Voc./Tech./Commercial,17,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Nose mask is not that safe but it helps, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,43,40 & above,JSS/JHS/Mid. School,11,Single,Christian,5,Uber
Yes,"Yes, absolutely",Yes,Different people patronize my service without me knowing their COVID-19 status, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,45,40 & above,SSS/SHS,14,Marrried,Islam,5,Bolt
Yes,"Yes, absolutely",Yes,When they take masks off to make calls in the car, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,46,40 & above,Voc./Tech./Commercial,17,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Exhcnage of money, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,48,40 & above,SSS/SHS,14,Marrried,Islam,6,Bolt
Yes,"Yes, absolutely",Yes,Nose masks are not 100% and from touches, ,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,51,18-29,SSS/SHS,14,Single,Christian,1,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,20,18-29,SSS/SHS,14,Single,Christian,1,Uber
